,a_1,oa_2,ow_0,ow_1,ow_2,diff,ror_ow0,ror_ow1,ror_ow2
277,0,1,3.71428571428571,5.42857142857143,5,-1,7,7,7
278,1,1,3.42857142857143,4.71428571428571,3.85714285714286,0,4,4.28571428571429,4.14285714285714
279,0,0,6,5.71428571428571,5.71428571428571,0,3,2.28571428571429,2.28571428571429
280,1,1,2.28571428571429,5.14285714285714,3.71428571428571,0,6.42857142857143,6.57142857142857,6.85714285714286
281,1,0,6.42857142857143,6.57142857142857,6.57142857142857,1,4.14285714285714,6.28571428571429,6.57142857142857
282,1,1,3.28571428571429,3.42857142857143,4.57142857142857,0,5.57142857142857,5.85714285714286,5
283,1,0,6.42857142857143,5.57142857142857,6.57142857142857,1,3.85714285714286,4.85714285714286,5.42857142857143
284,0,0,2,1.85714285714286,1.85714285714286,0,4.14285714285714,4,4.28571428571429
285,0,1,3.71428571428571,5.71428571428571,4.28571428571429,-1,4.71428571428571,4.71428571428571,5.57142857142857
286,0,1,4,5.71428571428571,4.14285714285714,-1,6,3.28571428571429,5.14285714285714
287,1,0,6.42857142857143,6,6.71428571428571,1,5.28571428571429,6.14285714285714,5.42857142857143
288,0,0,4,3.85714285714286,3.28571428571429,0,5.85714285714286,5.85714285714286,5.85714285714286
289,1,0,1.85714285714286,1.85714285714286,7,1,6.85714285714286,6.57142857142857,5.42857142857143
290,1,1,6.14285714285714,6.28571428571429,7,0,6.14285714285714,6,6
291,0,0,5.14285714285714,3.71428571428571,4.57142857142857,0,6,5,5.85714285714286
292,0,1,3.42857142857143,4.14285714285714,3.71428571428571,-1,6,5.85714285714286,5.57142857142857
293,0,1,3.28571428571429,5.71428571428571,6.42857142857143,-1,5.28571428571429,5.57142857142857,5.85714285714286
294,0,1,5.57142857142857,5.85714285714286,5.28571428571429,-1,5.57142857142857,3.71428571428571,3.57142857142857
295,0,1,4,5.57142857142857,6.71428571428571,-1,3.57142857142857,2,4
296,0,0,5,3.57142857142857,4.71428571428571,0,1.71428571428571,3.28571428571429,3.28571428571429
297,1,1,6.71428571428571,6.71428571428571,5.14285714285714,0,4.71428571428571,5,5.14285714285714
298,1,0,5.71428571428571,6,3.28571428571429,1,2.28571428571429,3.85714285714286,3.14285714285714
